Unnamed: 0,INDEX_COLUMN,DESTPORT,PROTOCOL,SERVICE
95,95,443,TCP,HTTPS
96,96,443,TCP,HTTPS
97,97,443,TCP,HTTPS
98,98,443,TCP,HTTPS
99,99,80,TCP,HTTP
100,100,21,TCP,FTP
101,101,443,TCP,HTTPS
102,102,443,TCP,HTTPS
103,103,443,TCP,HTTPS
104,104,53,UDP,DNS
105,105,53,UDP,DNS
106,106,443,TCP,HTTPS
107,107,5222,TCP,XMPP
108,108,53,UDP,DNS
109,109,443,TCP,HTTPS
110,110,53,UDP,DNS
111,111,443,TCP,HTTPS
112,112,443,TCP,HTTPS
113,113,443,TCP,HTTPS
114,114,443,TCP,HTTPS
115,115,443,TCP,HTTPS
116,116,21,TCP,FTP
117,117,21,TCP,FTP
118,118,443,TCP,HTTPS
119,119,443,TCP,HTTPS
120,120,80,TCP,HTTP
121,121,443,TCP,HTTPS
122,122,443,TCP,HTTPS
123,123,53,UDP,DNS
124,124,443,TCP,HTTPS
125,125,443,TCP,HTTPS
126,126,53,UDP,DNS
127,127,443,TCP,HTTPS
128,128,443,TCP,HTTPS
129,129,443,TCP,HTTPS
130,130,80,TCP,HTTP
131,131,443,TCP,HTTPS
132,132,443,TCP,HTTPS
133,133,80,TCP,HTTP
134,134,53,UDP,DNS
135,135,443,TCP,HTTPS
136,136,443,TCP,HTTPS
137,137,443,TCP,HTTPS
138,138,80,TCP,HTTP
139,139,443,TCP,HTTPS
140,140,53,UDP,DNS
141,141,443,TCP,HTTPS
142,142,443,TCP,HTTPS
143,143,443,TCP,HTTPS
144,144,80,TCP,HTTP
145,145,443,TCP,HTTPS
146,146,21,TCP,FTP
147,147,443,TCP,HTTPS
148,148,80,TCP,HTTP
149,149,443,TCP,HTTPS
150,150,443,TCP,HTTPS
151,151,443,TCP,HTTPS
152,152,443,TCP,HTTPS
153,153,53,UDP,DNS
154,154,443,TCP,HTTPS
155,155,443,TCP,HTTPS
156,156,443,TCP,HTTPS
157,157,3128,TCP,HTTP
158,158,53,UDP,DNS
159,159,80,TCP,HTTP
160,160,21,TCP,FTP
161,161,53,UDP,DNS
162,162,80,TCP,HTTP
163,163,443,TCP,HTTPS
164,164,443,TCP,HTTPS
165,165,443,TCP,HTTPS
166,166,443,TCP,HTTPS
167,167,443,TCP,HTTPS
168,168,443,TCP,HTTPS
169,169,80,TCP,HTTP
170,170,443,TCP,HTTPS
171,171,443,TCP,HTTPS
172,172,21,TCP,FTP
173,173,443,TCP,HTTPS
174,174,443,TCP,HTTPS
175,175,53,UDP,DNS
176,176,443,TCP,HTTPS
177,177,5222,TCP,XMPP
178,178,443,TCP,HTTPS
179,179,443,UDP,HTTPS
180,180,443,TCP,HTTPS
181,181,53,UDP,DNS
182,182,53,UDP,DNS
183,183,443,TCP,HTTPS
184,184,53,UDP,DNS
185,185,443,TCP,HTTPS
186,186,443,UDP,HTTPS
187,187,443,TCP,HTTPS
188,188,21,TCP,FTP
189,189,443,TCP,HTTPS
190,190,443,TCP,HTTPS
191,191,443,TCP,HTTPS
192,192,443,TCP,HTTPS
193,193,443,TCP,HTTPS
194,194,443,TCP,HTTPS
195,195,443,TCP,HTTPS
196,196,443,TCP,HTTPS
197,197,443,TCP,HTTPS
198,198,443,TCP,HTTPS
199,199,443,TCP,HTTPS
200,200,21,TCP,FTP
201,201,53,UDP,DNS
202,202,993,TCP,IMAP4
203,203,53,UDP,DNS
204,204,443,TCP,HTTPS
205,205,443,TCP,HTTPS
206,206,443,TCP,HTTPS
207,207,443,TCP,HTTPS
208,208,53,UDP,DNS
209,209,53,TCP,DNS
210,210,443,TCP,HTTPS
211,211,80,TCP,HTTP
212,212,443,TCP,HTTPS
213,213,443,TCP,HTTPS
214,214,443,TCP,HTTPS
215,215,53,UDP,DNS
216,216,443,TCP,HTTPS
217,217,443,TCP,HTTPS
218,218,443,TCP,HTTPS
219,219,80,TCP,HTTP
220,220,443,TCP,HTTPS
221,221,443,TCP,HTTPS
222,222,443,TCP,HTTPS
223,223,443,TCP,HTTPS
224,224,443,TCP,HTTPS
225,225,443,TCP,HTTPS
226,226,443,TCP,HTTPS
227,227,443,TCP,HTTPS
228,228,443,TCP,HTTPS
229,229,443,TCP,HTTPS
230,230,21,TCP,FTP
231,231,443,TCP,HTTPS
232,232,443,TCP,HTTPS
233,233,443,TCP,HTTPS
234,234,443,TCP,HTTPS
235,235,53,UDP,DNS
236,236,21,TCP,FTP
237,237,443,TCP,HTTPS
238,238,993,TCP,IMAP4
239,239,3128,TCP,ZABBIX
240,240,53,UDP,DNS
241,241,443,TCP,HTTPS
242,242,443,TCP,HTTPS
243,243,443,TCP,HTTPS
244,244,53,UDP,DNS
245,245,443,TCP,HTTPS
246,246,53,UDP,DNS
247,247,443,TCP,HTTPS
248,248,443,TCP,HTTPS
249,249,443,TCP,HTTPS
250,250,21,TCP,FTP
251,251,80,TCP,HTTP
252,252,443,TCP,HTTPS
253,253,22,UDP,ICAP
254,254,443,TCP,HTTPS
255,255,443,UDP,HTTPS
256,256,443,TCP,HTTPS
257,257,53,UDP,DNS
258,258,21,TCP,FTP
259,259,80,TCP,HTTP
260,260,53,UDP,DNS
261,261,443,TCP,HTTPS
262,262,443,TCP,HTTPS
263,263,443,TCP,HTTPS
264,264,443,TCP,HTTPS
265,265,443,TCP,HTTPS
266,266,80,TCP,HTTP
267,267,443,TCP,HTTPS
268,268,443,TCP,HTTPS
269,269,53,UDP,DNS
270,270,443,TCP,HTTPS
271,271,443,TCP,HTTPS
272,272,443,TCP,HTTPS
273,273,443,TCP,HTTPS
274,274,21,TCP,FTP
275,275,443,TCP,HTTPS
276,276,443,TCP,HTTPS
277,277,80,TCP,HTTP
278,278,443,TCP,HTTPS
279,279,443,TCP,HTTPS
280,280,80,TCP,HTTP
281,281,443,TCP,HTTPS
282,282,443,TCP,HTTPS
283,283,443,TCP,HTTPS
284,284,443,TCP,HTTPS
285,285,443,TCP,HTTPS
286,286,443,TCP,HTTPS
287,287,443,TCP,HTTPS
288,288,443,TCP,HTTPS
289,289,53,UDP,DNS
290,290,23,UDP,PGSQL
291,291,53,TCP,DNS
292,292,53,UDP,DNS
293,293,443,TCP,HTTPS
294,294,443,TCP,HTTPS
295,295,443,TCP,HTTPS
296,296,53,UDP,DNS
297,297,443,TCP,HTTPS
298,298,443,TCP,HTTPS
299,299,53,TCP,DNS
300,300,443,TCP,HTTPS
301,301,443,TCP,HTTPS
302,302,443,TCP,HTTPS
303,303,443,TCP,HTTPS
304,304,443,TCP,HTTPS
305,305,443,TCP,HTTPS
306,306,443,TCP,HTTPS
307,307,443,TCP,HTTPS
308,308,21,TCP,FTP
309,309,443,TCP,HTTPS
310,310,53,UDP,DNS
311,311,443,TCP,HTTPS
312,312,443,TCP,HTTPS
313,313,443,TCP,HTTPS
314,314,53,UDP,DNS
315,315,443,TCP,HTTPS
316,316,443,TCP,HTTPS
317,317,21,TCP,FTP
318,318,53,UDP,DNS
319,319,443,TCP,HTTPS
320,320,443,TCP,HTTPS
321,321,443,TCP,HTTPS
322,322,443,TCP,HTTPS
323,323,80,TCP,HTTP
324,324,80,TCP,HTTP
325,325,443,TCP,HTTPS
326,326,443,UDP,HTTPS
327,327,3128,TCP,HTTP
328,328,443,TCP,HTTPS
329,329,443,TCP,HTTPS
330,330,443,TCP,HTTPS
331,331,443,TCP,HTTPS
332,332,443,TCP,HTTPS
333,333,443,TCP,HTTPS
334,334,5061,UDP,SIP
335,335,80,TCP,HTTP
336,336,443,TCP,HTTPS
337,337,80,TCP,HTTP
338,338,443,TCP,HTTPS
339,339,53,UDP,DNS
340,340,443,TCP,HTTPS
341,341,21,TCP,FTP
342,342,443,TCP,HTTPS
343,343,53,UDP,DNS
344,344,443,TCP,HTTPS
345,345,443,TCP,HTTPS
346,346,443,TCP,HTTPS
347,347,443,TCP,HTTPS
348,348,443,TCP,HTTPS
349,349,53,UDP,DNS
350,350,138,UDP,SSH
351,351,443,TCP,HTTPS
352,352,443,TCP,HTTPS
353,353,53,UDP,DNS
354,354,443,TCP,HTTPS
355,355,443,TCP,HTTPS
356,356,21,TCP,FTP
357,357,443,TCP,HTTPS
358,358,443,TCP,HTTPS
359,359,443,TCP,HTTPS
360,360,21,TCP,FTP
361,361,5900,UDP,NETBIOS
362,362,443,TCP,HTTPS
363,363,443,TCP,HTTPS
364,364,443,TCP,HTTPS
365,365,443,TCP,HTTPS
366,366,443,TCP,HTTPS
367,367,53,UDP,DNS
368,368,443,TCP,HTTPS
369,369,53,TCP,DNS
370,370,443,TCP,HTTPS
371,371,53,UDP,DNS
372,372,443,TCP,HTTPS
373,373,53,UDP,DNS
374,374,21,TCP,FTP
375,375,443,TCP,HTTPS
376,376,443,TCP,HTTPS
377,377,443,TCP,HTTPS
378,378,443,TCP,HTTPS
379,379,443,TCP,HTTPS
380,380,161,TCP,ACMSODA
381,381,443,UDP,HTTPS
382,382,3128,TCP,HTTP
383,383,53,UDP,DNS
384,384,443,TCP,HTTPS
385,385,53,UDP,DNS
386,386,53,UDP,DNS
387,387,443,TCP,HTTPS
388,388,53,UDP,DNS
389,389,80,TCP,HTTP
390,390,53,UDP,DNS
391,391,5432,UDP,HTTPS
392,392,443,TCP,HTTPS
393,393,443,TCP,HTTPS
394,394,443,TCP,HTTPS
395,395,443,TCP,HTTPS
396,396,443,TCP,HTTPS
397,397,443,TCP,HTTPS
398,398,500,TCP,ZABBIX
399,399,443,TCP,HTTPS
400,400,443,TCP,HTTPS
401,401,3128,TCP,HTTP
402,402,443,TCP,HTTPS
403,403,80,TCP,HTTP
404,404,443,TCP,HTTPS
405,405,443,TCP,HTTPS
406,406,443,UDP,HTTPS
407,407,443,TCP,HTTPS
408,408,80,TCP,HTTP
409,409,443,TCP,HTTPS
410,410,53,UDP,DNS
411,411,53,UDP,DNS
412,412,443,UDP,HTTPS
413,413,443,TCP,HTTPS
414,414,53,UDP,DNS
415,415,80,TCP,HTTP
416,416,5222,TCP,XMPP
417,417,53,TCP,DNS
418,418,53,UDP,DNS
419,419,443,TCP,HTTPS
420,420,443,TCP,HTTPS
421,421,5222,TCP,XMPP
422,422,443,TCP,HTTPS
423,423,53,UDP,DNS
424,424,443,TCP,HTTPS
425,425,443,TCP,HTTPS
426,426,443,TCP,HTTPS
427,427,443,TCP,HTTPS
428,428,443,TCP,HTTPS
429,429,443,TCP,HTTPS
430,430,5900,TCP,PGSQL
431,431,443,TCP,HTTPS
432,432,443,TCP,HTTPS
433,433,3128,TCP,HTTP
434,434,443,TCP,HTTPS
435,435,80,TCP,HTTP
436,436,23,TCP,RDP
437,437,443,TCP,HTTPS
438,438,22,TCP,SSH
439,439,53,UDP,DNS
440,440,443,TCP,HTTPS
441,441,443,TCP,HTTPS
442,442,3128,TCP,HTTP
443,443,53,UDP,DNS
444,444,443,TCP,HTTPS
445,445,443,TCP,HTTPS
446,446,443,UDP,HTTPS
447,447,80,TCP,HTTP
448,448,5222,TCP,XMPP
449,449,53,UDP,DNS
450,450,443,TCP,HTTPS
451,451,443,TCP,HTTPS
452,452,53,UDP,DNS
453,453,53,UDP,DNS
454,454,443,TCP,HTTPS
455,455,53,UDP,DNS
456,456,443,TCP,HTTPS
457,457,443,UDP,HTTPS
458,458,53,UDP,DNS
459,459,443,TCP,HTTPS
460,460,443,TCP,HTTPS
461,461,443,TCP,HTTPS
462,462,443,TCP,HTTPS
463,463,3128,TCP,HTTP
464,464,443,TCP,HTTPS
465,465,6969,UDP,ACMSODA
466,466,21,TCP,FTP
467,467,443,TCP,HTTPS
468,468,443,TCP,HTTPS
469,469,53,TCP,DNS
470,470,443,TCP,HTTPS
471,471,443,TCP,HTTPS
472,472,443,TCP,HTTPS
473,473,21,TCP,FTP
474,474,53,UDP,DNS
475,475,443,TCP,HTTPS
476,476,53,UDP,DNS
477,477,53,UDP,DNS
478,478,53,UDP,DNS
479,479,53,UDP,DNS
480,480,443,TCP,HTTPS
481,481,443,TCP,HTTPS
482,482,443,TCP,HTTPS
483,483,443,TCP,HTTPS
484,484,21,TCP,FTP
485,485,443,TCP,HTTPS
486,486,443,TCP,HTTPS
487,487,443,TCP,HTTPS
488,488,80,TCP,HTTP
489,489,53,UDP,DNS
490,490,53,UDP,DNS
491,491,53,UDP,DNS
492,492,443,TCP,HTTPS
493,493,53,TCP,DNS
494,494,53,UDP,DNS
495,495,443,TCP,HTTPS
496,496,53,UDP,DNS
497,497,443,UDP,HTTPS
498,498,5222,TCP,XMPP
499,499,443,TCP,HTTPS
500,500,53,UDP,DNS
501,501,443,TCP,HTTPS
502,502,443,TCP,HTTPS
503,503,443,TCP,HTTPS
504,504,443,TCP,HTTPS
505,505,53,UDP,DNS
506,506,443,TCP,HTTPS
507,507,443,TCP,HTTPS
508,508,21,TCP,FTP
509,509,443,TCP,HTTPS
510,510,443,TCP,HTTPS
511,511,80,TCP,HTTP
512,512,443,TCP,HTTPS
513,513,443,TCP,HTTPS
514,514,443,TCP,HTTPS
515,515,443,TCP,HTTPS
516,516,443,TCP,HTTPS
517,517,53,UDP,DNS
518,518,443,TCP,HTTPS
519,519,443,TCP,HTTPS
520,520,443,TCP,HTTPS
521,521,443,TCP,HTTPS
522,522,443,TCP,HTTPS
523,523,3128,TCP,ACMSODA
524,524,443,TCP,HTTPS
525,525,53,UDP,DNS
526,526,443,TCP,HTTPS
527,527,443,TCP,HTTPS
528,528,443,TCP,HTTPS
529,529,80,TCP,HTTP
530,530,443,TCP,HTTPS
531,531,443,TCP,HTTPS
532,532,80,TCP,HTTP
533,533,21,TCP,FTP
534,534,53,UDP,DNS
535,535,443,TCP,HTTPS
536,536,443,TCP,HTTPS
537,537,443,TCP,HTTPS
538,538,443,TCP,HTTPS
539,539,53,UDP,DNS
540,540,53,UDP,DNS
541,541,443,TCP,HTTPS
542,542,53,UDP,DNS
543,543,443,TCP,HTTPS
544,544,443,TCP,HTTPS
545,545,443,TCP,HTTPS
546,546,443,TCP,HTTPS
547,547,80,TCP,HTTP
548,548,21,TCP,FTP
549,549,443,TCP,HTTPS
550,550,443,TCP,HTTPS
551,551,5222,TCP,XMPP
552,552,443,TCP,HTTPS
553,553,443,TCP,HTTPS
554,554,443,TCP,HTTPS
555,555,993,TCP,IMAP4
556,556,443,TCP,HTTPS
557,557,21,TCP,FTP
558,558,443,TCP,HTTPS
559,559,53,UDP,DNS
560,560,443,TCP,HTTPS
561,561,80,TCP,HTTP
562,562,443,TCP,HTTPS
563,563,53,UDP,DNS
564,564,443,TCP,HTTPS
565,565,53,UDP,DNS
566,566,5060,TCP,ISAKMP
567,567,80,TCP,HTTP
568,568,443,TCP,HTTPS
569,569,443,TCP,HTTPS
570,570,443,UDP,HTTPS
571,571,443,TCP,HTTPS
572,572,443,TCP,HTTPS
573,573,443,TCP,HTTPS
574,574,21,TCP,FTP
575,575,80,TCP,HTTP
576,576,443,TCP,HTTPS
577,577,3128,TCP,HTTP
578,578,80,TCP,HTTP
579,579,443,TCP,HTTPS
580,580,443,TCP,HTTPS
581,581,443,TCP,HTTPS
582,582,443,TCP,HTTPS
583,583,443,TCP,HTTPS
584,584,443,TCP,HTTPS
585,585,443,TCP,HTTPS
586,586,53,UDP,DNS
587,587,443,TCP,HTTPS
588,588,10051,UDP,VNC
589,589,443,TCP,HTTPS
590,590,53,TCP,DNS
591,591,443,TCP,HTTPS
592,592,443,TCP,HTTPS
593,593,5060,TCP,VNC
594,594,53,UDP,DNS
595,595,443,TCP,HTTPS
596,596,443,TCP,HTTPS
597,597,443,TCP,HTTPS
598,598,443,TCP,HTTPS
599,599,443,TCP,HTTPS
600,600,161,UDP,SNMP
601,601,137,TCP,VNC
602,602,443,TCP,HTTPS
603,603,21,TCP,FTP
604,604,443,TCP,HTTPS
605,605,443,TCP,HTTPS
606,606,443,TCP,HTTPS
607,607,80,TCP,HTTP
608,608,443,TCP,HTTPS
609,609,21,TCP,FTP
610,610,21,TCP,FTP
611,611,443,TCP,HTTPS
612,612,443,TCP,HTTPS
613,613,443,TCP,HTTPS
614,614,443,TCP,HTTPS
615,615,80,TCP,HTTP
616,616,443,UDP,HTTPS
617,617,443,TCP,HTTPS
618,618,443,TCP,HTTPS
619,619,443,TCP,HTTPS
620,620,443,TCP,HTTPS
621,621,21,TCP,FTP
622,622,443,TCP,HTTPS
623,623,443,TCP,HTTPS
624,624,443,TCP,HTTPS
625,625,443,UDP,HTTPS
626,626,80,TCP,HTTP
627,627,443,TCP,HTTPS
628,628,443,TCP,HTTPS
629,629,443,UDP,HTTPS
630,630,443,TCP,HTTPS
631,631,443,TCP,HTTPS
632,632,443,TCP,HTTPS
633,633,443,TCP,HTTPS
634,634,443,TCP,HTTPS
635,635,443,TCP,HTTPS
636,636,5061,UDP,DAAPD
637,637,443,TCP,HTTPS
638,638,443,TCP,HTTPS
639,639,5900,TCP,SNMP
640,640,443,TCP,HTTPS
641,641,443,TCP,HTTPS
642,642,443,TCP,HTTPS
643,643,443,TCP,HTTPS
644,644,443,TCP,HTTPS
645,645,21,TCP,FTP
646,646,53,UDP,DNS
647,647,5222,TCP,XMPP
648,648,80,TCP,HTTP
649,649,443,TCP,HTTPS
650,650,443,TCP,HTTPS
651,651,53,UDP,DNS
652,652,443,TCP,HTTPS
653,653,443,TCP,HTTPS
654,654,443,TCP,HTTPS
655,655,443,TCP,HTTPS
656,656,443,TCP,HTTPS
657,657,443,TCP,HTTPS
658,658,443,TCP,HTTPS
659,659,443,TCP,HTTPS
660,660,443,TCP,HTTPS
661,661,443,TCP,HTTPS
662,662,443,TCP,HTTPS
663,663,443,TCP,HTTPS
664,664,443,TCP,HTTPS
665,665,443,TCP,HTTPS
666,666,443,TCP,HTTPS
667,667,443,TCP,HTTPS
668,668,3389,UDP,VNC
669,669,53,UDP,DNS
670,670,443,TCP,HTTPS
671,671,80,TCP,HTTP
672,672,443,TCP,HTTPS
673,673,80,TCP,HTTP
674,674,80,TCP,HTTP
675,675,80,TCP,HTTP
676,676,53,UDP,DNS
677,677,443,TCP,HTTPS
678,678,443,TCP,HTTPS
679,679,443,TCP,HTTPS
680,680,443,TCP,HTTPS
681,681,443,TCP,HTTPS
682,682,443,TCP,HTTPS
683,683,53,UDP,DNS
684,684,443,TCP,HTTPS
685,685,443,TCP,HTTPS
686,686,443,TCP,HTTPS
687,687,443,TCP,HTTPS
688,688,443,TCP,HTTPS
689,689,21,TCP,FTP
690,690,21,TCP,FTP
691,691,138,UDP,IRDMI
692,692,443,TCP,HTTPS
693,693,53,UDP,DNS
694,694,443,TCP,HTTPS
695,695,443,TCP,HTTPS
696,696,53,TCP,MDS
697,697,443,TCP,HTTPS
698,698,443,UDP,HTTPS
699,699,53,UDP,DNS
700,700,53,UDP,DNS
701,701,443,TCP,HTTPS
702,702,443,TCP,HTTPS
703,703,443,TCP,HTTPS
704,704,443,TCP,HTTPS
705,705,443,TCP,HTTPS
706,706,443,TCP,HTTPS
707,707,443,TCP,HTTPS
708,708,53,UDP,DNS
709,709,443,TCP,HTTPS
710,710,53,UDP,DNS
711,711,53,UDP,DNS
712,712,3128,TCP,HTTP
713,713,443,TCP,HTTPS
714,714,80,TCP,HTTP
715,715,53,UDP,DNS
716,716,80,TCP,HTTP
717,717,21,TCP,FTP
718,718,443,TCP,HTTPS
719,719,80,UDP,HTTP
720,720,443,TCP,HTTPS
721,721,5222,TCP,XMPP
722,722,443,TCP,HTTPS
723,723,443,TCP,HTTPS
724,724,5060,TCP,VNC
725,725,53,UDP,DNS
726,726,443,TCP,HTTPS
727,727,443,TCP,HTTPS
728,728,993,TCP,IMAP4
729,729,443,UDP,HTTPS
730,730,443,TCP,HTTPS
731,731,443,TCP,HTTPS
732,732,443,TCP,HTTPS
733,733,443,TCP,HTTPS
734,734,443,TCP,HTTPS
735,735,53,UDP,DNS
736,736,443,TCP,HTTPS
737,737,443,TCP,HTTPS
738,738,443,TCP,HTTPS
739,739,443,TCP,HTTPS
740,740,443,TCP,HTTPS
741,741,443,TCP,HTTPS
742,742,443,TCP,HTTPS
743,743,1344,TCP,ICAP
744,744,3689,TCP,TELNET
745,745,443,TCP,HTTPS
746,746,443,TCP,HTTPS
747,747,443,TCP,HTTPS
748,748,53,UDP,DNS
749,749,53,UDP,DNS
750,750,443,TCP,HTTPS
751,751,53,UDP,DNS
752,752,443,TCP,HTTPS
753,753,443,TCP,HTTPS
754,754,443,TCP,HTTPS
755,755,443,TCP,HTTPS
756,756,443,TCP,HTTPS
757,757,6969,UDP,ACMSODA
758,758,443,TCP,HTTPS
759,759,443,TCP,HTTPS
760,760,80,TCP,HTTP
761,761,443,TCP,HTTPS
762,762,443,TCP,HTTPS
763,763,443,TCP,HTTPS
764,764,443,TCP,HTTPS
765,765,443,TCP,HTTPS
766,766,443,TCP,HTTPS
767,767,443,TCP,HTTPS
768,768,443,TCP,HTTPS
769,769,80,TCP,HTTP
770,770,443,TCP,HTTPS
771,771,443,TCP,HTTPS
772,772,443,UDP,HTTPS
773,773,443,TCP,HTTPS
774,774,5432,TCP,NETBIOS
775,775,161,UDP,SNMP
776,776,443,TCP,HTTPS
777,777,443,UDP,HTTPS
778,778,5900,UDP,NETBIOS
779,779,443,TCP,HTTPS
780,780,443,TCP,HTTPS
781,781,443,TCP,HTTPS
782,782,443,TCP,HTTPS
783,783,443,TCP,HTTPS
784,784,443,TCP,HTTPS
785,785,80,TCP,HTTP
786,786,53,UDP,DNS
787,787,443,TCP,HTTPS
788,788,8000,TCP,VNC
789,789,53,UDP,DNS
790,790,80,TCP,HTTP
791,791,443,TCP,HTTPS
792,792,443,TCP,HTTPS
793,793,21,TCP,FTP
794,794,5222,TCP,XMPP
795,795,21,TCP,FTP
796,796,443,TCP,HTTPS
797,797,80,TCP,HTTP
798,798,443,TCP,HTTPS
799,799,443,TCP,HTTPS
800,800,443,UDP,VNC
801,801,80,TCP,HTTP
802,802,80,TCP,HTTP
803,803,80,TCP,HTTP
804,804,21,TCP,FTP
805,805,443,UDP,HTTPS
806,806,443,TCP,HTTPS
807,807,443,TCP,HTTPS
808,808,443,TCP,HTTPS
809,809,443,TCP,HTTPS
810,810,80,TCP,HTTP
811,811,443,TCP,HTTPS
812,812,443,TCP,HTTPS
813,813,443,TCP,HTTPS
814,814,53,UDP,DNS
815,815,443,TCP,HTTPS
816,816,443,TCP,HTTPS
817,817,443,TCP,HTTPS
818,818,53,UDP,DNS
819,819,5222,TCP,XMPP
820,820,443,UDP,HTTPS
821,821,443,TCP,HTTPS
822,822,443,TCP,HTTPS
823,823,80,TCP,HTTP
824,824,443,TCP,HTTPS
825,825,3128,TCP,HTTP
826,826,443,TCP,HTTPS
827,827,443,TCP,HTTPS
828,828,53,UDP,DNS
829,829,443,TCP,HTTPS
830,830,443,TCP,HTTPS
831,831,443,TCP,HTTPS
832,832,21,TCP,FTP
833,833,443,TCP,HTTPS
834,834,443,TCP,HTTPS
835,835,443,TCP,HTTPS
836,836,443,TCP,HTTPS
837,837,443,TCP,HTTPS
838,838,443,TCP,HTTPS
839,839,10051,TCP,ZABBIX
840,840,443,TCP,HTTPS
841,841,443,TCP,HTTPS
842,842,443,TCP,HTTPS
843,843,443,TCP,HTTPS
844,844,443,TCP,HTTPS
845,845,443,TCP,HTTPS
846,846,53,UDP,DNS
847,847,53,UDP,DNS
848,848,443,TCP,HTTPS
849,849,443,TCP,HTTPS
850,850,443,TCP,HTTPS
851,851,53,UDP,DNS
852,852,80,TCP,HTTP
853,853,5222,TCP,XMPP
854,854,21,TCP,FTP
855,855,443,TCP,HTTPS
856,856,443,TCP,HTTPS
857,857,6969,UDP,ACMSODA
858,858,443,TCP,HTTPS
859,859,443,TCP,HTTPS
860,860,443,TCP,HTTPS
861,861,443,TCP,HTTPS
862,862,443,TCP,HTTPS
863,863,443,TCP,HTTPS
864,864,443,TCP,HTTPS
865,865,443,TCP,HTTPS
866,866,21,TCP,FTP
867,867,5060,UDP,SIP
868,868,443,TCP,HTTPS
869,869,21,TCP,FTP
870,870,443,TCP,HTTPS
871,871,443,TCP,HTTPS
872,872,21,TCP,FTP
873,873,53,UDP,DNS
874,874,443,TCP,HTTPS
875,875,443,TCP,HTTPS
876,876,443,TCP,HTTPS
877,877,21,TCP,FTP
878,878,443,TCP,HTTPS
879,879,443,TCP,HTTPS
880,880,443,TCP,HTTPS
881,881,443,TCP,HTTPS
882,882,443,TCP,HTTPS
883,883,443,TCP,HTTPS
884,884,443,TCP,HTTPS
885,885,443,TCP,HTTPS
886,886,443,TCP,HTTPS
887,887,9100,TCP,ZABBIX
888,888,443,TCP,HTTPS
889,889,443,TCP,HTTPS
890,890,443,TCP,HTTPS
891,891,443,TCP,HTTPS
892,892,443,TCP,HTTPS
893,893,443,TCP,HTTPS
894,894,443,TCP,HTTPS
