Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
344,443,TCP,HTTPS,344
345,443,TCP,HTTPS,345
346,443,TCP,HTTPS,346
347,443,TCP,HTTPS,347
348,443,TCP,HTTPS,348
349,53,UDP,DNS,349
350,443,TCP,HTTPS,350
351,443,TCP,HTTPS,351
352,80,TCP,HTTP,352
353,443,TCP,HTTPS,353
354,53,TCP,HTTP,354
355,80,TCP,HTTP,355
356,443,TCP,HTTPS,356
357,80,TCP,HTTP,357
358,443,TCP,HTTPS,358
359,53,UDP,DNS,359
360,443,TCP,HTTPS,360
361,53,UDP,DNS,361
362,443,TCP,HTTPS,362
363,443,TCP,HTTPS,363
364,443,UDP,HTTPS,364
365,443,TCP,HTTPS,365
366,443,TCP,HTTPS,366
367,443,TCP,HTTPS,367
368,5900,UDP,UBIQUITY,368
369,443,TCP,HTTPS,369
370,443,TCP,HTTPS,370
371,445,TCP,ZABBIX,371
372,443,TCP,HTTPS,372
373,443,TCP,HTTPS,373
374,443,TCP,HTTPS,374
375,21,TCP,FTP,375
376,21,TCP,FTP,376
377,53,UDP,DNS,377
378,6969,TCP,ACMSODA,378
379,3128,TCP,HTTP,379
380,53,UDP,DNS,380
381,443,TCP,HTTPS,381
382,9100,UDP,TELNET,382
383,443,TCP,HTTPS,383
384,53,UDP,DNS,384
385,53,UDP,DNS,385
386,53,UDP,DNS,386
387,443,TCP,HTTPS,387
388,443,TCP,HTTPS,388
389,443,TCP,HTTPS,389
390,443,TCP,HTTPS,390
391,443,TCP,HTTPS,391
392,443,TCP,HTTPS,392
393,53,UDP,DNS,393
394,21,TCP,FTP,394
395,53,UDP,DNS,395
396,80,TCP,NETBIOS,396
397,443,TCP,HTTPS,397
398,23,TCP,TELNET,398
399,443,TCP,HTTPS,399
400,443,TCP,HTTPS,400
401,443,UDP,HTTPS,401
402,80,TCP,HTTP,402
403,53,UDP,DNS,403
404,53,UDP,DNS,404
405,443,TCP,HTTPS,405
406,443,TCP,HTTPS,406
407,443,TCP,HTTPS,407
408,443,TCP,HTTPS,408
409,443,TCP,HTTPS,409
410,443,TCP,HTTPS,410
411,443,TCP,HTTPS,411
412,443,TCP,HTTPS,412
413,21,TCP,FTP,413
414,443,TCP,HTTPS,414
415,443,TCP,HTTPS,415
416,443,TCP,HTTPS,416
417,443,TCP,HTTPS,417
418,443,TCP,HTTPS,418
419,443,TCP,HTTPS,419
420,53,UDP,DNS,420
421,1433,UDP,DNS,421
422,443,TCP,HTTPS,422
423,443,TCP,HTTPS,423
424,80,TCP,HTTP,424
425,3689,TCP,SSH,425
426,53,UDP,DNS,426
427,443,TCP,HTTPS,427
428,443,TCP,HTTPS,428
429,443,TCP,HTTPS,429
430,80,TCP,HTTP,430
431,443,TCP,HTTPS,431
432,445,TCP,ZABBIX,432
433,443,TCP,HTTPS,433
434,443,TCP,HTTPS,434
435,443,TCP,HTTPS,435
436,443,TCP,HTTPS,436
437,22,TCP,SSH,437
438,443,TCP,HTTPS,438
439,21,TCP,FTP,439
440,443,TCP,HTTPS,440
441,53,UDP,DNS,441
442,53,UDP,DNS,442
443,443,TCP,HTTPS,443
444,443,TCP,HTTPS,444
445,10051,TCP,ZABBIX,445
446,443,UDP,HTTPS,446
447,53,UDP,DNS,447
448,53,UDP,DNS,448
449,443,UDP,HTTPS,449
450,443,TCP,HTTPS,450
451,53,UDP,DNS,451
452,443,TCP,HTTPS,452
453,443,TCP,HTTPS,453
454,53,UDP,DNS,454
455,443,TCP,HTTPS,455
456,443,TCP,HTTPS,456
457,443,TCP,HTTPS,457
458,443,TCP,HTTPS,458
459,500,UDP,HTTPS,459
460,443,TCP,HTTPS,460
461,21,TCP,FTP,461
462,443,TCP,HTTPS,462
463,443,TCP,HTTPS,463
464,443,TCP,HTTPS,464
465,161,TCP,RDP,465
466,443,TCP,HTTPS,466
467,443,TCP,HTTPS,467
468,6969,UDP,RDP,468
469,80,TCP,HTTP,469
470,443,TCP,HTTPS,470
471,5432,UDP,ZABBIX,471
472,443,TCP,HTTPS,472
473,138,UDP,IMAP4,473
474,53,UDP,DNS,474
475,5222,TCP,XMPP,475
476,443,TCP,HTTPS,476
477,53,UDP,DNS,477
478,443,UDP,HTTPS,478
479,5222,TCP,XMPP,479
480,443,TCP,HTTPS,480
481,443,TCP,HTTPS,481
482,443,TCP,HTTPS,482
483,21,TCP,FTP,483
484,443,TCP,HTTPS,484
485,443,TCP,HTTPS,485
486,443,TCP,HTTPS,486
487,53,UDP,DNS,487
488,53,UDP,DNS,488
489,443,TCP,HTTPS,489
490,443,TCP,HTTPS,490
491,5222,TCP,XMPP,491
492,53,UDP,DNS,492
493,443,TCP,HTTPS,493
494,443,TCP,HTTPS,494
495,443,TCP,HTTPS,495
496,443,TCP,HTTPS,496
497,443,TCP,HTTPS,497
498,443,TCP,HTTPS,498
499,21,TCP,FTP,499
500,443,TCP,HTTPS,500
501,22,TCP,SSH,501
502,443,TCP,HTTPS,502
503,443,TCP,HTTPS,503
504,443,TCP,HTTPS,504
505,53,UDP,DNS,505
506,53,UDP,DNS,506
507,21,TCP,FTP,507
508,443,TCP,HTTPS,508
509,443,TCP,HTTPS,509
510,443,TCP,HTTPS,510
511,443,TCP,HTTPS,511
512,21,TCP,FTP,512
513,443,TCP,HTTPS,513
514,443,TCP,HTTPS,514
515,443,TCP,HTTPS,515
516,443,TCP,HTTPS,516
517,443,TCP,SSH,517
518,21,TCP,FTP,518
519,53,UDP,DNS,519
520,443,TCP,HTTPS,520
521,443,TCP,HTTPS,521
522,993,TCP,IMAP4,522
523,443,TCP,HTTPS,523
524,443,TCP,HTTPS,524
525,80,TCP,HTTP,525
526,443,TCP,HTTPS,526
527,53,UDP,DNS,527
528,443,TCP,HTTPS,528
529,443,TCP,HTTPS,529
530,443,TCP,HTTPS,530
531,21,TCP,FTP,531
532,443,TCP,HTTPS,532
533,443,TCP,HTTPS,533
534,443,TCP,HTTPS,534
535,443,TCP,HTTPS,535
536,443,TCP,HTTPS,536
537,443,TCP,HTTPS,537
538,21,TCP,FTP,538
539,443,UDP,HTTPS,539
540,443,TCP,HTTPS,540
541,21,TCP,FTP,541
542,443,TCP,HTTPS,542
543,443,TCP,HTTPS,543
544,53,UDP,DNS,544
545,443,TCP,HTTPS,545
546,443,TCP,HTTPS,546
547,53,UDP,DNS,547
548,80,TCP,HTTP,548
549,443,TCP,HTTPS,549
550,443,TCP,HTTPS,550
551,443,TCP,HTTPS,551
552,5061,TCP,DAAPD,552
553,443,TCP,HTTPS,553
554,443,TCP,HTTPS,554
555,443,TCP,HTTPS,555
556,443,TCP,HTTPS,556
557,443,TCP,HTTPS,557
558,443,TCP,HTTPS,558
559,53,UDP,DNS,559
560,443,TCP,HTTPS,560
561,443,TCP,HTTPS,561
562,53,UDP,DNS,562
563,53,UDP,DNS,563
564,443,TCP,HTTPS,564
565,3689,UDP,VNC,565
566,443,TCP,HTTPS,566
567,53,UDP,DNS,567
568,53,UDP,DNS,568
569,3128,UDP,DNS,569
570,53,UDP,DNS,570
571,443,TCP,HTTPS,571
572,21,TCP,FTP,572
573,443,TCP,HTTPS,573
574,443,UDP,HTTPS,574
575,443,TCP,HTTPS,575
576,21,TCP,FTP,576
577,443,UDP,HTTPS,577
578,443,TCP,HTTPS,578
579,53,UDP,DNS,579
580,443,TCP,HTTPS,580
581,443,TCP,HTTPS,581
582,443,TCP,HTTPS,582
583,443,TCP,HTTPS,583
584,443,TCP,HTTPS,584
585,443,TCP,HTTPS,585
586,8080,TCP,HTTP,586
587,21,TCP,FTP,587
588,80,TCP,HTTP,588
589,53,UDP,DNS,589
590,443,TCP,HTTPS,590
591,53,UDP,DNS,591
592,443,TCP,HTTPS,592
593,443,TCP,HTTPS,593
594,21,TCP,FTP,594
595,53,UDP,DNS,595
596,443,TCP,HTTPS,596
597,5222,TCP,XMPP,597
598,6969,TCP,ACMSODA,598
599,53,UDP,DNS,599
600,443,TCP,HTTPS,600
601,443,TCP,HTTPS,601
602,443,TCP,HTTPS,602
603,80,TCP,HTTP,603
604,443,TCP,HTTPS,604
605,443,TCP,HTTPS,605
606,443,TCP,HTTPS,606
607,443,TCP,HTTPS,607
608,443,TCP,HTTPS,608
609,443,TCP,HTTPS,609
610,443,TCP,HTTPS,610
611,21,TCP,FTP,611
612,53,UDP,DNS,612
613,443,TCP,HTTPS,613
614,443,TCP,HTTPS,614
615,443,TCP,HTTPS,615
616,443,TCP,HTTPS,616
617,443,TCP,HTTPS,617
618,21,TCP,FTP,618
619,443,UDP,HTTPS,619
620,443,TCP,HTTPS,620
621,443,TCP,HTTPS,621
622,21,TCP,FTP,622
623,443,TCP,HTTPS,623
624,443,UDP,HTTPS,624
625,443,UDP,HTTPS,625
626,80,TCP,HTTP,626
627,443,TCP,HTTPS,627
628,80,TCP,HTTP,628
629,443,TCP,HTTPS,629
630,443,TCP,HTTPS,630
631,443,TCP,HTTPS,631
632,443,TCP,HTTPS,632
633,5222,TCP,XMPP,633
634,3128,TCP,HTTP,634
635,53,UDP,DNS,635
636,3128,TCP,HTTP,636
637,3128,TCP,HTTP,637
638,443,TCP,HTTPS,638
639,10001,TCP,ISAKMP,639
640,443,UDP,HTTPS,640
641,53,UDP,DNS,641
642,443,UDP,HTTPS,642
643,443,TCP,HTTPS,643
644,443,TCP,HTTPS,644
645,443,TCP,HTTPS,645
646,80,TCP,HTTP,646
647,443,TCP,HTTPS,647
648,21,UDP,SSH,648
649,443,TCP,HTTPS,649
650,443,TCP,HTTPS,650
651,993,TCP,IMAP4,651
652,443,TCP,HTTPS,652
653,443,TCP,HTTPS,653
654,53,UDP,DNS,654
655,443,TCP,HTTPS,655
656,443,TCP,HTTPS,656
657,443,TCP,HTTPS,657
658,21,TCP,FTP,658
659,53,UDP,DNS,659
660,443,TCP,HTTPS,660
661,53,UDP,DNS,661
662,443,TCP,HTTPS,662
663,21,TCP,FTP,663
664,443,TCP,HTTPS,664
665,443,TCP,HTTPS,665
666,443,TCP,HTTPS,666
667,443,TCP,HTTPS,667
668,443,TCP,HTTPS,668
669,443,TCP,HTTPS,669
670,80,TCP,HTTP,670
671,443,TCP,HTTPS,671
672,443,TCP,HTTPS,672
673,443,TCP,HTTPS,673
674,53,UDP,DNS,674
675,443,TCP,HTTPS,675
676,80,TCP,HTTP,676
677,443,TCP,HTTPS,677
678,21,TCP,FTP,678
679,443,TCP,HTTPS,679
680,443,TCP,HTTPS,680
681,443,TCP,HTTPS,681
682,443,TCP,HTTPS,682
683,443,TCP,HTTPS,683
684,443,TCP,HTTPS,684
685,443,TCP,HTTPS,685
686,443,TCP,HTTPS,686
687,10051,TCP,IRDMI,687
688,53,UDP,DNS,688
689,21,TCP,FTP,689
690,53,UDP,DNS,690
691,443,TCP,HTTPS,691
692,443,TCP,HTTPS,692
693,443,TCP,HTTPS,693
694,21,TCP,FTP,694
695,443,TCP,HTTPS,695
696,21,TCP,FTP,696
697,443,TCP,HTTPS,697
698,443,TCP,HTTPS,698
699,5061,UDP,DAAPD,699
700,443,TCP,HTTPS,700
701,21,TCP,FTP,701
702,443,TCP,HTTPS,702
703,443,TCP,HTTPS,703
704,500,TCP,HTTP,704
705,443,TCP,HTTPS,705
706,443,TCP,HTTPS,706
707,443,TCP,HTTPS,707
708,443,TCP,HTTPS,708
709,53,UDP,DNS,709
710,443,TCP,HTTPS,710
711,443,TCP,HTTPS,711
712,8000,TCP,SIP,712
713,443,TCP,HTTPS,713
714,443,TCP,HTTPS,714
715,443,TCP,HTTPS,715
716,443,TCP,HTTPS,716
717,443,TCP,HTTPS,717
718,443,TCP,HTTPS,718
719,443,TCP,HTTPS,719
720,443,TCP,HTTPS,720
721,53,UDP,RDP,721
722,21,TCP,FTP,722
723,53,UDP,DNS,723
724,443,TCP,HTTPS,724
725,53,UDP,DNS,725
726,443,TCP,HTTPS,726
727,53,UDP,DNS,727
728,443,TCP,HTTPS,728
729,3128,TCP,HTTP,729
730,443,TCP,HTTPS,730
731,443,TCP,HTTPS,731
732,443,TCP,HTTPS,732
733,443,TCP,HTTPS,733
734,443,TCP,HTTPS,734
735,443,TCP,HTTPS,735
736,443,TCP,HTTPS,736
737,443,TCP,HTTPS,737
738,443,TCP,HTTPS,738
739,443,TCP,HTTPS,739
740,443,TCP,HTTPS,740
741,1344,UDP,PGSQL,741
742,443,TCP,HTTPS,742
743,22,TCP,SSH,743
744,443,TCP,HTTPS,744
745,443,TCP,HTTPS,745
746,53,UDP,DNS,746
747,443,TCP,HTTPS,747
748,53,UDP,DNS,748
749,443,TCP,HTTPS,749
750,443,TCP,HTTPS,750
751,80,TCP,HTTP,751
752,53,UDP,DNS,752
753,5222,TCP,XMPP,753
754,21,TCP,FTP,754
755,53,UDP,DNS,755
756,3128,TCP,HTTP,756
757,443,TCP,HTTPS,757
758,443,TCP,HTTPS,758
759,21,TCP,FTP,759
760,53,UDP,DNS,760
761,443,TCP,HTTPS,761
762,443,TCP,HTTPS,762
763,80,TCP,HTTP,763
764,53,UDP,DNS,764
765,53,UDP,DNS,765
766,53,UDP,DNS,766
767,443,TCP,HTTPS,767
768,53,UDP,DNS,768
769,443,TCP,HTTPS,769
770,443,TCP,HTTPS,770
771,443,TCP,HTTPS,771
772,443,TCP,HTTPS,772
773,21,TCP,FTP,773
774,443,UDP,HTTPS,774
775,443,TCP,HTTPS,775
776,21,TCP,FTP,776
777,443,TCP,HTTPS,777
778,80,TCP,HTTP,778
779,443,UDP,HTTPS,779
780,443,TCP,HTTPS,780
781,21,TCP,FTP,781
782,587,UDP,HTTPS,782
783,53,UDP,DNS,783
784,443,TCP,HTTPS,784
785,3389,TCP,SIP,785
786,443,TCP,HTTPS,786
787,443,TCP,HTTPS,787
788,443,TCP,HTTPS,788
789,443,TCP,HTTPS,789
790,443,TCP,HTTPS,790
791,443,TCP,HTTPS,791
792,443,TCP,HTTPS,792
793,21,TCP,FTP,793
794,443,UDP,HTTPS,794
795,443,UDP,HTTPS,795
796,3128,TCP,HTTP,796
797,21,TCP,FTP,797
798,21,TCP,FTP,798
799,443,TCP,HTTPS,799
800,443,TCP,HTTPS,800
801,443,TCP,HTTPS,801
802,443,TCP,HTTPS,802
803,21,TCP,FTP,803
804,443,TCP,HTTPS,804
805,443,TCP,HTTPS,805
806,587,UDP,SIP,806
807,443,TCP,HTTPS,807
808,53,UDP,DNS,808
809,443,TCP,HTTPS,809
810,443,TCP,HTTPS,810
811,5222,TCP,XMPP,811
812,80,TCP,HTTP,812
813,53,UDP,DNS,813
814,443,TCP,HTTPS,814
815,443,TCP,HTTPS,815
816,443,TCP,HTTPS,816
817,443,TCP,HTTPS,817
818,443,TCP,HTTPS,818
819,443,TCP,HTTPS,819
820,80,TCP,HTTP,820
821,443,TCP,HTTPS,821
822,5222,TCP,XMPP,822
823,80,TCP,HTTP,823
824,443,TCP,HTTPS,824
825,53,UDP,DNS,825
826,80,TCP,HTTP,826
827,53,UDP,DNS,827
828,443,TCP,HTTPS,828
829,443,TCP,HTTPS,829
830,21,TCP,FTP,830
831,443,TCP,HTTPS,831
832,80,TCP,HTTP,832
833,443,TCP,HTTPS,833
834,443,TCP,HTTPS,834
835,443,TCP,HTTPS,835
836,5060,UDP,SIP,836
837,443,TCP,HTTPS,837
838,443,TCP,HTTPS,838
839,80,TCP,HTTP,839
840,443,TCP,HTTPS,840
841,443,TCP,HTTPS,841
842,443,TCP,HTTPS,842
843,161,UDP,SNMP,843
844,443,TCP,HTTPS,844
845,443,UDP,HTTPS,845
846,443,TCP,HTTPS,846
847,443,TCP,HTTPS,847
848,443,TCP,HTTPS,848
849,443,TCP,HTTPS,849
850,443,UDP,HTTPS,850
851,443,TCP,HTTPS,851
852,443,TCP,HTTPS,852
853,443,TCP,HTTPS,853
854,53,UDP,DNS,854
855,443,TCP,HTTPS,855
856,443,TCP,HTTPS,856
857,443,TCP,HTTPS,857
858,80,TCP,HTTP,858
859,443,TCP,HTTPS,859
860,53,UDP,DNS,860
861,53,UDP,DNS,861
862,22,TCP,IRDMI,862
863,53,TCP,DNS,863
864,443,TCP,HTTPS,864
865,53,UDP,DNS,865
866,3128,TCP,HTTP,866
867,443,TCP,HTTPS,867
868,53,UDP,DNS,868
869,443,TCP,HTTPS,869
870,5061,UDP,HTTPS,870
871,443,TCP,HTTPS,871
872,443,TCP,HTTPS,872
873,443,TCP,HTTPS,873
874,21,TCP,FTP,874
875,21,TCP,FTP,875
876,80,TCP,HTTP,876
877,443,TCP,HTTPS,877
878,53,UDP,DNS,878
879,443,TCP,HTTPS,879
880,443,TCP,HTTPS,880
881,443,TCP,HTTPS,881
882,443,TCP,HTTPS,882
883,80,TCP,HTTP,883
884,3128,TCP,HTTP,884
885,443,TCP,HTTPS,885
886,443,TCP,HTTPS,886
887,443,TCP,HTTPS,887
888,21,TCP,FTP,888
889,53,UDP,DNS,889
890,443,TCP,HTTPS,890
891,443,TCP,HTTPS,891
892,443,TCP,HTTPS,892
893,443,TCP,HTTPS,893
894,443,TCP,HTTPS,894
895,443,TCP,HTTPS,895
